custcode,Año,Trimestre,Mes,Día,Tipo_Cliente,Total abono,declinecause,saldo,Baja
15512,2014,Trim. 1,enero,27,Comercial,0,INCOB,202.51,0
15512,2019,Trim. 3,agosto,15,Comercial,1513,MUDAN,-100.84,1
15627,2015,Trim. 1,enero,30,Comercial,0,PROEC,425.95,0
15627,2016,Trim. 1,febrero,15,Comercial,0,PROEC,0,0
15627,2016,Trim. 3,septiembre,19,Comercial,0,PROEC,0,0
15627,2017,Trim. 2,mayo,29,Comercial,0,PROEC,0,0
15627,2017,Trim. 3,agosto,11,Comercial,0,PROEC,0,0
15627,2018,Trim. 1,enero,11,Comercial,0,PROEC,0,0
15627,2018,Trim. 1,febrero,8,Comercial,0,PROEC,0,0
15627,2018,Trim. 2,junio,13,Comercial,0,PROEC,0,0
15627,2018,Trim. 4,octubre,17,Comercial,0,PROEC,0,0
15627,2019,Trim. 1,febrero,26,Comercial,0,PROEC,888.52,0
15627,2019,Trim. 3,julio,11,Comercial,1293,PROEC,2958.45,1
15779,2016,Trim. 4,noviembre,23,Comercial,0,RAZON,0,0
15789,2013,Trim. 2,junio,25,Comercial,0,AUMEN,-16.24,0
15789,2016,Trim. 4,octubre,6,Comercial,0,AUMEN,0,0
15789,2017,Trim. 1,enero,18,Comercial,337.9,DISCO,0,1
15789,2015,Trim. 1,marzo,26,Comercial,0,PROEC,-16.24,0
15926,2017,Trim. 4,diciembre,19,Comercial,0,INCOB,3622.28,0
15926,2019,Trim. 2,junio,7,Comercial,1152,INCOB,2787.84,1
15944,2013,Trim. 2,abril,23,Comercial,212.2,DISCO,9.93,1
15957,2016,Trim. 2,abril,22,Comercial,0,AUMEN,0,0
15957,2018,Trim. 4,noviembre,2,Comercial,0,PROEC,0,0
15957,2019,Trim. 3,septiembre,20,Comercial,0,PROEC,0,0
15963,2013,Trim. 3,julio,24,Comercial,212.2,INCOB,674.23,1
16013,2013,Trim. 2,junio,19,Comercial,0,INCOB,776.32,0
16013,2014,Trim. 1,enero,29,Comercial,914.76,INCOB,369.78,1
16023,2018,Trim. 1,marzo,20,Comercial,491.62,INCOB,2471.8,1
16075,2016,Trim. 3,julio,18,Comercial,520.66,DISCO,0,1
16396,2015,Trim. 2,mayo,22,Comercial,0,AUMEN,0,0
16396,2017,Trim. 2,junio,30,Comercial,364.98,CAMEM,0,1
16396,2014,Trim. 4,diciembre,5,Comercial,0,PROEC,348.51,0
16396,2016,Trim. 2,junio,3,Comercial,0,PROEC,0,0
16396,2017,Trim. 2,mayo,30,Comercial,0,PROEC,0,0
16466,2014,Trim. 1,febrero,25,Comercial,0,INCOB,777.84,0
16466,2014,Trim. 3,agosto,5,Comercial,875.3399999999999,MUDAN,275.28,1
16600,2013,Trim. 3,julio,23,Comercial,212.4,INCOB,1001.74,1
16601,2014,Trim. 4,diciembre,17,Comercial,320.96,CAMEM,-10.63,1
16639,2015,Trim. 2,abril,6,Comercial,181.43,CIERR,219.52,1
16766,2014,Trim. 2,junio,23,Comercial,269.5,NOUSA,93.65,1
16766,2013,Trim. 2,junio,5,Comercial,0,PROEC,224.96,0
16769,2016,Trim. 2,junio,24,Comercial,520.66,NOUSA,0,1
16858,2014,Trim. 3,agosto,1,Comercial,291.78,MUDAN,272.2,1
16884,2015,Trim. 4,noviembre,18,Comercial,399.23,CAMEM,0,1
16993,2015,Trim. 2,mayo,26,Comercial,0,RAZON,-519,0
17013,2017,Trim. 4,noviembre,2,Comercial,0,RAZON,0,0
17034,2018,Trim. 1,febrero,8,Comercial,0,CAMBI,0,0
17054,2013,Trim. 4,diciembre,18,Comercial,163.39,CIERR,205.27,1
17054,2013,Trim. 3,julio,25,Comercial,0,PROEC,7.57,0
17110,2019,Trim. 4,octubre,31,Comercial,0,PROEC,0,0
17279,2018,Trim. 2,mayo,30,Comercial,0,CAMBI,-79.07,0
17345,2015,Trim. 1,enero,29,Comercial,0,REFOR,0,0
17347,2015,Trim. 4,diciembre,16,Comercial,405.03,MUDAN,0,1
17471,2015,Trim. 2,abril,14,Comercial,160.48,AUMEN,-0.37,1
17471,2014,Trim. 4,diciembre,4,Comercial,160.48,CAMEM,397.62,1
17478,2013,Trim. 3,agosto,26,Comercial,0,INCOB,736.1,0
17478,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,539.2,0
17478,2016,Trim. 4,octubre,19,Comercial,0,RAZON,-60.8,0
17530,2015,Trim. 1,enero,8,Comercial,2540.91,NOUSA,3284.29,1
17610,2013,Trim. 3,julio,4,Comercial,0,PROEC,-3.53,0
17787,2014,Trim. 3,julio,17,Comercial,291.78,CAMEM,-7.26,1
17795,2015,Trim. 1,febrero,19,Comercial,320.96,NOUSA,425.95,1
17798,2014,Trim. 1,febrero,13,Comercial,233.42,CAMEM,42.35,1
17828,2015,Trim. 4,octubre,27,Comercial,394.8,INCOB,940.42,1
17880,2017,Trim. 3,septiembre,20,Comercial,0,PROEC,0,0
17880,2019,Trim. 1,marzo,23,Comercial,1049.03,PROEC,1573.97,1
17887,2019,Trim. 1,marzo,25,Comercial,0,CAMBI,0,0
17893,2013,Trim. 3,agosto,6,Comercial,0,RAZON,-305.55,0
17916,2014,Trim. 2,mayo,14,Comercial,0,AUMEN,-120.01,0
17916,2015,Trim. 2,junio,10,Comercial,0,PROEC,-120,0
17987,2014,Trim. 4,octubre,23,Comercial,0,MUDAN,0,0
18017,2014,Trim. 1,enero,27,Comercial,0,INCOB,602.01,0
18035,2015,Trim. 3,septiembre,22,Comercial,394.8,NOUSA,0,1
18037,2014,Trim. 2,abril,10,Comercial,233.42,INCOB,689.1,1
18037,2013,Trim. 2,junio,7,Comercial,233.42,NOUSA,38.8,1
18050,2013,Trim. 2,junio,7,Comercial,233.42,INCOB,-42.35,1
18050,2013,Trim. 4,diciembre,20,Comercial,233.42,INCOB,520.87,1
18056,2013,Trim. 4,octubre,25,Comercial,212.2,INCOB,466.86,1
18123,2018,Trim. 3,septiembre,12,Comercial,0,PROEC,0,0
18236,2013,Trim. 2,mayo,8,Comercial,148.97,PROEC,61.83,1
18281,2016,Trim. 2,abril,13,Comercial,0,MUDAN,0,0
18291,2014,Trim. 2,abril,22,Comercial,204.25,AUMEN,-4.36,1
18291,2013,Trim. 2,junio,17,Comercial,204.25,DISCO,235.29,1
18291,2014,Trim. 1,enero,13,Comercial,0,PROEC,260.97,0
18341,2014,Trim. 3,septiembre,6,Comercial,299.72,INCOB,1063.9,1
18587,2014,Trim. 1,enero,29,Comercial,188.1,INCOB,661.69,1
18831,2014,Trim. 1,enero,27,Comercial,0,INCOB,821.64,0
18831,2015,Trim. 2,junio,25,Comercial,394.8,INCOB,603.19,1
18838,2017,Trim. 4,octubre,10,Comercial,716.37,DISCO,376.15,1
18847,2015,Trim. 2,abril,27,Comercial,0,CIERR,477.71,0
18930,2018,Trim. 1,febrero,9,Comercial,759.35,MUDAN,0,1
18930,2015,Trim. 2,junio,8,Comercial,0,PROEC,0,0
18930,2017,Trim. 3,agosto,9,Comercial,0,PROEC,0,0
18960,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,281.61,0
19062,2019,Trim. 3,septiembre,26,Comercial,1297.72,NOUSA,0,1
19062,2018,Trim. 2,junio,19,Comercial,0,PROEC,0,0
19062,2019,Trim. 1,marzo,14,Comercial,0,PROEC,0,0
19122,2016,Trim. 2,mayo,31,Comercial,520.66,PROEC,-118.6,1
19186,2016,Trim. 1,febrero,24,Comercial,0,CIERR,40.32,0
19186,2014,Trim. 4,diciembre,30,Comercial,0,DISCO,40.32,0
19186,2015,Trim. 2,junio,2,Comercial,0,DISCO,40.32,0
19186,2017,Trim. 4,diciembre,19,Comercial,527.99,MUDAN,730.3,1
19193,2017,Trim. 2,mayo,2,Comercial,6159.5,MUDAN,0,1
19236,2014,Trim. 1,febrero,20,Comercial,233.42,NOUSA,235.27,1
19388,2014,Trim. 1,febrero,25,Comercial,0,INCOB,111.85,0
19388,2018,Trim. 1,enero,10,Comercial,747.08,INCOB,3412.65,1
19421,2014,Trim. 2,mayo,22,Comercial,291.78,PROEC,0,1
19424,2017,Trim. 3,julio,10,Comercial,0,DISCO,1.42,0
19429,2017,Trim. 3,septiembre,21,Comercial,675.82,NOUSA,0,1
19431,2019,Trim. 3,septiembre,23,Comercial,1163.38,MUDAN,0,1
19433,2015,Trim. 3,agosto,14,Comercial,0,CAMBI,872.57,0
19444,2017,Trim. 1,febrero,10,Comercial,0,DISCO,0,0
19444,2015,Trim. 1,febrero,19,Comercial,0,MUDAN,0,0
19444,2018,Trim. 1,enero,9,Comercial,664.83,NOUSA,868.8,1
19444,2017,Trim. 3,agosto,7,Comercial,0,REFOR,0,0
19578,2017,Trim. 4,diciembre,22,Comercial,716.37,DISCO,0,1
19618,2019,Trim. 4,noviembre,11,Comercial,0,CAMBI,0,0
19618,2017,Trim. 1,marzo,15,Comercial,0,DISCO,0,0
19690,2013,Trim. 3,julio,1,Comercial,212.2,NOUSA,169.4,1
19728,2014,Trim. 2,abril,21,Comercial,233.42,CIERR,282.44,1
19820,2015,Trim. 2,mayo,15,Comercial,394.8,NOUSA,448.16,1
20052,2018,Trim. 4,octubre,29,Comercial,889.01,MUDAN,-29,1
20053,2019,Trim. 3,julio,2,Comercial,991.0999999999999,NOUSA,-489.29,1
20055,2017,Trim. 2,junio,7,Comercial,675.82,MUDAN,0,1
20089,2018,Trim. 1,enero,10,Comercial,716.37,MUDAN,-42.35,1
20103,2018,Trim. 4,diciembre,3,Comercial,0,PROEC,2151.4,0
20103,2019,Trim. 2,abril,22,Comercial,0,PROEC,975.74,0
20108,2013,Trim. 3,agosto,26,Comercial,212.2,INCOB,1188.63,1
20116,2015,Trim. 4,noviembre,9,Comercial,394.8,MUDAN,-13.23,1
20139,2018,Trim. 1,febrero,15,Comercial,847.58,NOUSA,-70,1
20330,2015,Trim. 3,agosto,26,Comercial,0,INCOB,775.44,0
20528,2015,Trim. 3,agosto,27,Comercial,394.8,DISCO,1577.6,1
20578,2014,Trim. 1,febrero,25,Comercial,0,INCOB,356.57,0
20640,2014,Trim. 2,junio,2,Comercial,296.28000000000003,NOUSA,0,1
20746,2015,Trim. 3,agosto,14,Comercial,0,RAZON,-2.45,0
20864,2014,Trim. 3,julio,29,Comercial,0,AUMEN,0,0
20864,2013,Trim. 4,diciembre,5,Comercial,0,DISCO,563.22,0
20864,2016,Trim. 3,agosto,1,Comercial,0,DISCO,0,0
20864,2016,Trim. 3,agosto,2,Comercial,0,DISCO,0,0
20992,2018,Trim. 3,septiembre,24,Comercial,703.95,DISCO,0,1
21063,2019,Trim. 3,agosto,9,Comercial,1559.71,MUDAN,-112.94,1
21393,2014,Trim. 1,febrero,5,Comercial,68.43,NOUSA,153.47,1
21457,2018,Trim. 4,octubre,19,Comercial,889.01,CAMEM,60.5,1
21495,2016,Trim. 3,agosto,8,Comercial,520.66,MUDAN,0,1
21581,2014,Trim. 1,febrero,3,Comercial,116.71,MUDAN,0,1
21625,2015,Trim. 1,febrero,6,Comercial,304.89,DISCO,0,1
21949,2014,Trim. 1,febrero,25,Comercial,0,INCOB,564.88,0
21949,2015,Trim. 4,octubre,21,Comercial,394.8,MUDAN,0,1
22101,2015,Trim. 2,junio,8,Comercial,394.8,CAMEM,446.64,1
22101,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,552.57,0
22124,2014,Trim. 2,mayo,28,Comercial,233.42,INCOB,564.88,1
22221,2013,Trim. 3,julio,12,Comercial,212.2,CIERR,-271.41,1
22249,2013,Trim. 2,junio,18,Comercial,0,NOUSA,0,0
22249,2013,Trim. 4,noviembre,27,Comercial,151.72,NOUSA,0,1
22326,2014,Trim. 3,julio,26,Comercial,0,INCOB,1097.66,0
22329,2014,Trim. 3,septiembre,20,Comercial,291.78,INCOB,774.44,1
22339,2019,Trim. 2,abril,5,Comercial,762.41,INCOB,1845.04,1
22339,2018,Trim. 3,septiembre,4,Comercial,0,NOUSA,2048.96,0
22339,2019,Trim. 1,marzo,1,Comercial,0,PROEC,1845.04,0
22339,2019,Trim. 1,marzo,28,Comercial,0,PROEC,1845.04,0
22380,2013,Trim. 3,julio,23,Comercial,0,INCOB,950.01,0
22380,2013,Trim. 4,octubre,1,Comercial,291.78,INCOB,950.01,1
22383,2019,Trim. 2,junio,25,Comercial,0,CAMBI,0,0
22480,2016,Trim. 2,mayo,20,Comercial,0,PROEC,0,0
22686,2013,Trim. 3,julio,31,Comercial,212.2,CIERR,256.76,1
22725,2013,Trim. 4,noviembre,27,Comercial,0,INCOB,236.22,0
22725,2014,Trim. 1,febrero,25,Comercial,0,INCOB,380.08,0
22725,2015,Trim. 1,enero,27,Comercial,0,INCOB,669.57,0
22725,2015,Trim. 2,mayo,18,Comercial,394.8,NOUSA,405.87,1
22765,2013,Trim. 4,noviembre,27,Comercial,0,INCOB,281.61,0
22765,2015,Trim. 4,octubre,30,Comercial,291.78,MUDAN,0,1
22808,2014,Trim. 4,octubre,16,Comercial,291.78,CIERR,304.83,1
22808,2013,Trim. 4,octubre,1,Comercial,0,RAZON,207.43,0
23002,2014,Trim. 1,marzo,5,Comercial,0,INCOB,544.1,0
23002,2014,Trim. 3,septiembre,29,Comercial,0,INCOB,205.42,0
23002,2019,Trim. 4,diciembre,6,Comercial,520.66,INCOB,1131.49,1
23168,2013,Trim. 3,julio,24,Comercial,0,INCOB,770.28,0
23168,2018,Trim. 1,marzo,20,Comercial,683.49,INCOB,893.18,1
23233,2018,Trim. 4,octubre,17,Comercial,889.01,DISCO,-1.17,1
23236,2015,Trim. 4,noviembre,12,Comercial,394.8,NOUSA,0,1
23348,2015,Trim. 2,junio,2,Comercial,0,AUMEN,0,0
23348,2018,Trim. 1,marzo,15,Comercial,0,CAMEM,0,0
23348,2016,Trim. 3,julio,19,Comercial,0,PROEC,0,0
23348,2017,Trim. 2,mayo,4,Comercial,0,PROEC,0,0
23493,2015,Trim. 1,marzo,11,Comercial,0,DISCO,349.52,0
23493,2016,Trim. 3,septiembre,6,Comercial,0,DISCO,434.7,0
23493,2018,Trim. 4,diciembre,15,Comercial,0,DISCO,-56.3,0
23493,2019,Trim. 2,junio,6,Comercial,1152,DISCO,1303.9,1
23493,2016,Trim. 1,enero,29,Comercial,0,PROEC,515.92,0
23493,2017,Trim. 1,enero,3,Comercial,0,PROEC,664.46,0
23493,2018,Trim. 3,julio,5,Comercial,0,PROEC,0,0
23610,2016,Trim. 3,agosto,11,Comercial,520.66,MUDAN,43.56,1
23644,2013,Trim. 2,junio,4,Comercial,0,AUMEN,2.45,0
23644,2013,Trim. 2,mayo,13,Comercial,0,CAMBI,2.45,0
23644,2017,Trim. 3,septiembre,29,Comercial,0,DISCO,0,0
23644,2015,Trim. 3,agosto,13,Comercial,0,PROEC,2.45,0
23701,2017,Trim. 3,julio,10,Comercial,675.82,AUMEN,0,1
23844,2015,Trim. 2,junio,2,Comercial,0,CAMEM,0,0
23844,2015,Trim. 2,junio,10,Comercial,0,PROEC,0,0
24042,2015,Trim. 1,enero,12,Comercial,883.29,CIERR,-23.24,1
24166,2015,Trim. 4,octubre,7,Comercial,394.8,DISCO,504.71,1
24385,2016,Trim. 4,diciembre,19,Comercial,450.84000000000003,MUDAN,0,1
24495,2014,Trim. 1,enero,27,Comercial,0,INCOB,671.64,0
24495,2014,Trim. 2,junio,24,Comercial,233.42,INCOB,631.59,1
24514,2013,Trim. 2,abril,23,Comercial,212.2,MUDAN,0,1
24589,2014,Trim. 3,septiembre,6,Comercial,0,INCOB,0,0
24589,2014,Trim. 4,octubre,10,Comercial,583.56,REFOR,706.11,1
24656,2014,Trim. 3,julio,29,Comercial,291.78,CAMEM,-42.35,1
24709,2013,Trim. 4,octubre,30,Comercial,212.2,CIERR,0,1
24749,2013,Trim. 2,abril,24,Comercial,212.2,DISCO,0,1
24757,2018,Trim. 3,septiembre,14,Comercial,846.68,NOUSA,947.99,1
24976,2014,Trim. 3,septiembre,9,Comercial,0,DISCO,138.31,0
24976,2018,Trim. 2,junio,29,Comercial,0,DISCO,-24.3,0
24976,2018,Trim. 4,noviembre,12,Comercial,0,DISCO,478.37,0
24976,2017,Trim. 2,junio,22,Comercial,0,PROEC,-24.3,0
25406,2017,Trim. 3,septiembre,11,Comercial,675.82,MUDAN,0,1
25465,2013,Trim. 4,octubre,25,Comercial,0,INCOB,266.02,0
25465,2014,Trim. 2,mayo,28,Comercial,233.42,INCOB,840.06,1
25697,2015,Trim. 1,febrero,23,Comercial,0,DISCO,0,0
25882,2018,Trim. 2,abril,9,Comercial,915.35,CIERR,0,1
25895,2015,Trim. 4,noviembre,26,Comercial,355.51,INCOB,860.34,1
25915,2015,Trim. 2,mayo,12,Comercial,0,DISCO,1159.07,0
25915,2015,Trim. 3,septiembre,7,Comercial,394.8,DISCO,708.1399999999999,1
26031,2019,Trim. 2,mayo,13,Comercial,1152,MUDAN,0,1
26375,2013,Trim. 2,mayo,30,Comercial,0,AUMEN,38.88,0
26375,2014,Trim. 3,julio,21,Comercial,0,PROEC,38.89,0
26375,2015,Trim. 2,junio,22,Comercial,0,PROEC,38.89,0
26375,2016,Trim. 1,marzo,15,Comercial,196.81,PROEC,38.89,1
26830,2013,Trim. 3,septiembre,19,Comercial,0,DISCO,513.52,0
26830,2014,Trim. 1,enero,27,Comercial,0,INCOB,564.88,0
26830,2014,Trim. 3,septiembre,6,Comercial,0,INCOB,969.09,0
26830,2015,Trim. 1,marzo,26,Comercial,0,INCOB,929.77,0
26830,2015,Trim. 4,octubre,27,Comercial,394.8,INCOB,955.42,1
26835,2015,Trim. 3,agosto,27,Comercial,315.84,CAMEM,0,1
26861,2015,Trim. 1,marzo,11,Comercial,320.96,MUDAN,0,1
27063,2019,Trim. 2,abril,12,Comercial,0,NOUSA,0,0
27063,2019,Trim. 3,julio,13,Comercial,1152,NOUSA,0,1
27359,2015,Trim. 2,junio,15,Comercial,394.8,MUDAN,360.19,1
27362,2015,Trim. 2,junio,1,Comercial,347.43,CAMEM,0,1
27362,2013,Trim. 3,julio,24,Comercial,0,INCOB,770.28,0
27362,2013,Trim. 4,noviembre,27,Comercial,0,INCOB,770.28,0
27362,2014,Trim. 1,febrero,25,Comercial,0,INCOB,465.16,0
27528,2018,Trim. 4,diciembre,27,Comercial,1049.03,CAMEM,0,1
27535,2016,Trim. 4,diciembre,6,Comercial,0,CAMBI,612.37,0
27595,2018,Trim. 2,abril,18,Comercial,0,CAMBI,50.82,0
27747,2015,Trim. 2,abril,13,Comercial,0,AUMEN,0,0
27747,2014,Trim. 2,junio,10,Comercial,0,MUDAN,0,0
27747,2016,Trim. 2,junio,8,Comercial,0,PROEC,0,0
27747,2017,Trim. 1,febrero,2,Comercial,572.73,PROEC,0,1
27752,2018,Trim. 2,abril,19,Comercial,520.66,INCOB,1360.8,1
27773,2017,Trim. 2,junio,22,Comercial,675.82,DISCO,0,1
27800,2013,Trim. 3,julio,12,Comercial,212.2,CIERR,-50.82,1
28027,2018,Trim. 2,junio,11,Comercial,0,AUMEN,0,0
28027,2019,Trim. 2,junio,18,Comercial,0,AUMEN,0,0
28027,2017,Trim. 4,noviembre,9,Comercial,0,CAMEM,0,0
28027,2018,Trim. 2,mayo,10,Comercial,0,PROEC,0,0
28027,2018,Trim. 2,junio,14,Comercial,0,PROEC,0,0
28027,2019,Trim. 2,abril,9,Comercial,0,PROEC,0,0
28027,2019,Trim. 4,octubre,9,Comercial,0,PROEC,0,0
28027,2019,Trim. 4,diciembre,9,Comercial,0,PROEC,0,0
28079,2014,Trim. 2,abril,1,Comercial,198.41,CIERR,176.04,1
28079,2013,Trim. 2,junio,19,Comercial,0,INCOB,470.6,0
28079,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,795.96,0
28182,2013,Trim. 2,mayo,15,Comercial,190.85,AUMEN,0,1
28321,2015,Trim. 1,enero,12,Comercial,320.96,CIERR,0,1
28354,2016,Trim. 1,febrero,18,Comercial,426.38,NOUSA,468.36,1
28359,2014,Trim. 2,mayo,19,Comercial,291.78,NOUSA,0,1
28368,2015,Trim. 1,febrero,26,Comercial,0,INCOB,346.37,0
28368,2016,Trim. 1,enero,4,Comercial,0,INCOB,477.71,0
28368,2018,Trim. 2,junio,28,Comercial,332.01,INCOB,916.53,1
28368,2018,Trim. 1,marzo,15,Comercial,0,NOINF,916.53,0
28388,2017,Trim. 2,mayo,26,Comercial,93.39,NOUSA,0,1
28762,2017,Trim. 1,febrero,6,Comercial,0,CAMBI,0,0
28814,2018,Trim. 3,julio,13,Comercial,759.35,INCOB,2976.96,1
28921,2019,Trim. 1,enero,21,Comercial,0,CAMBI,586.43,0
29073,2018,Trim. 2,mayo,7,Comercial,0,PROEC,0,0
29157,2015,Trim. 1,enero,13,Comercial,0,CAMBI,0,0
29211,2014,Trim. 1,febrero,26,Comercial,0,CAMBI,307.79,0
29240,2014,Trim. 2,junio,26,Comercial,291.78,NOUSA,309.79,1
29261,2014,Trim. 1,febrero,10,Comercial,1670.98,CIERR,0,1
29275,2015,Trim. 2,abril,29,Comercial,0,CAMBI,-52.8,0
29296,2014,Trim. 2,junio,24,Comercial,0,INCOB,522.74,0
29503,2017,Trim. 3,septiembre,6,Comercial,608.35,CIERR,0,1
29580,2013,Trim. 3,septiembre,27,Comercial,212.2,MUDAN,0,1
29588,2017,Trim. 1,marzo,11,Comercial,458.18,CAMEM,0,1
29588,2016,Trim. 3,septiembre,9,Comercial,0,PROEC,630,0
29603,2017,Trim. 2,junio,15,Comercial,642,MUDAN,0,1
29614,2016,Trim. 1,enero,25,Comercial,0,NOUSA,-24.78,0
29614,2014,Trim. 3,septiembre,18,Comercial,0,PROEC,-24.78,0
29625,2014,Trim. 2,mayo,26,Comercial,291.78,PROEC,385.77,1
29648,2013,Trim. 3,julio,24,Comercial,0,INCOB,610.36,0
29648,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,524.41,0
29648,2014,Trim. 2,junio,24,Comercial,0,INCOB,286.86,0
29648,2014,Trim. 3,septiembre,29,Comercial,0,INCOB,889.15,0
29648,2015,Trim. 4,noviembre,26,Comercial,394.8,INCOB,839.61,1
29718,2019,Trim. 2,abril,4,Comercial,0,PROEC,0,0
29719,2018,Trim. 3,septiembre,8,Comercial,846.68,PROEC,8.41,1
29850,2014,Trim. 1,febrero,26,Comercial,0,INCOB,582.71,0
29850,2015,Trim. 1,febrero,26,Comercial,320.96,INCOB,215.84,1
29870,2018,Trim. 3,septiembre,17,Comercial,846.68,PROEC,0,1
29884,2017,Trim. 3,agosto,8,Comercial,675.82,DISCO,0,1
30148,2013,Trim. 3,septiembre,30,Comercial,0,DISCO,0,0
30148,2016,Trim. 1,febrero,2,Comercial,426.38,DISCO,1533.35,1
30252,2013,Trim. 2,junio,4,Comercial,196.37,PROEC,214.08,1
30271,2014,Trim. 3,agosto,21,Comercial,295.14,MUDAN,300.41,1
30305,2014,Trim. 3,agosto,4,Comercial,0,NOUSA,448.83,0
30313,2015,Trim. 1,marzo,10,Comercial,320.96,CIERR,0,1
30316,2015,Trim. 3,julio,10,Comercial,394.8,CAMEM,0,1
30338,2017,Trim. 3,agosto,29,Comercial,1056.2700000000002,INCOB,3227.89,1
30349,2013,Trim. 2,mayo,13,Comercial,0,CAMBI,210.92,0
30394,2013,Trim. 4,noviembre,27,Comercial,0,INCOB,493.75,0
30394,2014,Trim. 1,febrero,26,Comercial,0,INCOB,545.11,0
30394,2014,Trim. 3,julio,30,Comercial,591.1099999999999,MUDAN,706.1,1
30480,2017,Trim. 3,agosto,25,Comercial,0,AUMEN,0,0
30480,2018,Trim. 3,agosto,13,Comercial,0,CAMEM,0,0
30480,2018,Trim. 1,enero,22,Comercial,0,DISCO,0,0
30480,2019,Trim. 2,abril,17,Comercial,0,DISCO,0,0
30480,2019,Trim. 3,julio,31,Comercial,0,DISCO,0,0
30480,2015,Trim. 4,diciembre,28,Comercial,0,PROEC,0,0
30482,2017,Trim. 1,febrero,16,Comercial,355.32,CAMBI,1693.96,1
30643,2015,Trim. 2,mayo,14,Comercial,394.8,NOUSA,-23.54,1
30666,2014,Trim. 2,junio,16,Comercial,291.78,MUDAN,0,1
30691,2019,Trim. 2,abril,15,Comercial,1274.33,AUMEN,-54.6,1
30700,2019,Trim. 4,noviembre,13,Comercial,1422.3,MUDAN,0,1
30733,2015,Trim. 4,diciembre,16,Comercial,0,CAMBI,568,0
30740,2015,Trim. 1,enero,17,Comercial,320.96,DISCO,0,1
30740,2013,Trim. 4,octubre,21,Comercial,0,PROEC,-0.69,0
30779,2014,Trim. 3,agosto,13,Comercial,0,CAMBI,0,0
30881,2018,Trim. 3,julio,12,Comercial,844.65,INCOB,3256.16,1
30883,2014,Trim. 3,septiembre,30,Comercial,291.78,NOUSA,0,1
30901,2016,Trim. 1,marzo,14,Comercial,0,RAZON,0,0
30955,2016,Trim. 1,marzo,28,Comercial,426.38,MUDAN,0,1
30962,2013,Trim. 3,septiembre,18,Comercial,0,NOUSA,-11.15,0
30990,2017,Trim. 1,febrero,14,Comercial,0,MUDAN,590.29,0
30990,2017,Trim. 1,marzo,17,Comercial,572.73,MUDAN,590.29,1
30990,2015,Trim. 3,septiembre,28,Comercial,0,PROEC,477.71,0
30990,2016,Trim. 3,agosto,2,Comercial,0,PROEC,596.58,0
31057,2017,Trim. 1,febrero,2,Comercial,0,MUDAN,0,0
31057,2017,Trim. 1,marzo,23,Comercial,572.73,MUDAN,0,1
31060,2019,Trim. 3,septiembre,18,Comercial,675.82,INCOB,2226.42,1
31112,2018,Trim. 3,septiembre,3,Comercial,846.68,INCOB,3205.18,1
31129,2016,Trim. 4,noviembre,22,Comercial,78.51,NOUSA,0,1
31139,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,0,0
31146,2015,Trim. 2,junio,16,Comercial,394.8,CIERR,-8.08,1
31146,2014,Trim. 2,abril,8,Comercial,0,PROEC,274.36,0
31157,2013,Trim. 3,agosto,13,Comercial,212.2,DISCO,303.39,1
31165,2014,Trim. 1,febrero,25,Comercial,233.42,CAMEM,58.08,1
31186,2018,Trim. 4,octubre,12,Comercial,0,CAMBI,0,0
31193,2016,Trim. 2,abril,20,Comercial,383.74,NOUSA,1002.96,1
31250,2016,Trim. 2,abril,29,Comercial,0,RAZON,-29.05,0
31347,2013,Trim. 3,julio,4,Comercial,212.2,CIERR,0,1
31561,2017,Trim. 3,julio,25,Comercial,675.82,MUDAN,0,1
31566,2017,Trim. 4,diciembre,18,Comercial,716.37,MUDAN,0,1
31566,2015,Trim. 2,mayo,12,Comercial,0,PROEC,0,0
31566,2015,Trim. 3,agosto,20,Comercial,0,PROEC,0,0
31566,2016,Trim. 1,febrero,3,Comercial,0,PROEC,0,0
31592,2019,Trim. 4,octubre,31,Comercial,0,MUDAN,-118.94,0
31665,2017,Trim. 1,febrero,3,Comercial,530,DISCO,0,1
31665,2015,Trim. 1,enero,26,Comercial,0,NOUSA,0,0
31665,2015,Trim. 4,octubre,7,Comercial,0,NOUSA,0,0
31671,2013,Trim. 4,diciembre,10,Comercial,216.17999999999998,MUDAN,0,1
31679,2016,Trim. 2,mayo,24,Comercial,0,DISCO,-50,0
31694,2016,Trim. 2,junio,13,Comercial,520.66,CIERR,0,1
31694,2014,Trim. 1,enero,20,Comercial,0,DISCO,591.4,0
31694,2014,Trim. 2,abril,21,Comercial,0,PROEC,0,0
31694,2014,Trim. 3,septiembre,16,Comercial,0,PROEC,-28.24,0
31763,2013,Trim. 2,junio,7,Comercial,212.2,CIERR,-42.35,1
31837,2018,Trim. 2,mayo,9,Comercial,0,AUMEN,-69.08,0
31837,2014,Trim. 4,diciembre,3,Comercial,0,CAMEM,-35,0
31842,2016,Trim. 3,septiembre,19,Comercial,0,DISCO,630,0
31867,2014,Trim. 2,abril,3,Comercial,233.42,MUDAN,-0.01,1
