custcode,Año,Trimestre,Mes,Día,Tipo_Cliente,Total abono,declinecause,saldo,Baja
40,2015,Trim. 1,enero,30,Comercial,236.88,CAMEM,4205.53,1
40,2013,Trim. 4,noviembre,27,Comercial,0,INCOB,396.76,0
54,2017,Trim. 4,diciembre,19,Comercial,0,PROEC,0,0
77,2016,Trim. 3,agosto,11,Comercial,187.6,NOUSA,454,1
88,2019,Trim. 1,febrero,4,Comercial,0,CAMBI,0,0
183,2013,Trim. 3,agosto,26,Comercial,0,INCOB,516.86,0
593,2013,Trim. 4,octubre,18,Comercial,190.98,MUDAN,0,1
1005,2015,Trim. 3,julio,20,Comercial,0,AUMEN,0,0
1005,2016,Trim. 1,marzo,30,Comercial,0,AUMEN,0,0
1005,2018,Trim. 2,junio,11,Comercial,974.99,AUMEN,1782.84,1
1005,2014,Trim. 2,abril,21,Comercial,0,DISCO,0,0
1005,2014,Trim. 2,mayo,15,Comercial,0,DISCO,0,0
1005,2017,Trim. 4,octubre,19,Comercial,0,MUDAN,0,0
1005,2014,Trim. 4,octubre,8,Comercial,0,PROEC,0,0
1005,2017,Trim. 1,febrero,7,Comercial,0,PROEC,845.9,0
1007,2015,Trim. 2,abril,13,Comercial,320.96,MUDAN,-290,1
1015,2015,Trim. 1,febrero,23,Comercial,0,PROEC,0,0
1019,2018,Trim. 2,abril,12,Comercial,759.35,NOUSA,0,1
1150,2018,Trim. 2,abril,19,Comercial,520.66,INCOB,3264.63,1
1223,2015,Trim. 1,febrero,25,Comercial,320.96,NOUSA,357.29,1
1244,2018,Trim. 2,abril,24,Comercial,759.35,NOUSA,0,1
1245,2018,Trim. 4,octubre,8,Comercial,0,MUDAN,42.35,0
1251,2015,Trim. 4,noviembre,12,Comercial,0,PROEC,-36.3,0
1251,2018,Trim. 1,febrero,16,Comercial,721.35,PROEC,-36.3,1
1745,2018,Trim. 3,septiembre,3,Comercial,678.3,DISCO,-316.44,1
1745,2016,Trim. 4,octubre,31,Comercial,0,PROEC,-316.44,0
1745,2018,Trim. 1,marzo,12,Comercial,0,PROEC,-316.44,0
1753,2014,Trim. 2,junio,27,Comercial,0,MUDAN,0,0
1803,2015,Trim. 2,mayo,22,Comercial,0,AUMEN,508.28,0
1803,2019,Trim. 4,diciembre,6,Comercial,312.4,INCOB,756,1
1803,2015,Trim. 1,marzo,4,Comercial,0,PROEC,1240.26,0
1803,2016,Trim. 3,julio,5,Comercial,0,PROEC,630,0
1988,2016,Trim. 1,marzo,4,Comercial,0,INCOB,595.93,0
1988,2013,Trim. 3,julio,2,Comercial,0,PROEC,593.53,0
2031,2013,Trim. 3,septiembre,27,Comercial,0,CAMEM,-7.6,0
2031,2016,Trim. 1,febrero,1,Comercial,383.74,NOUSA,-7.6,1
2178,2015,Trim. 3,julio,13,Comercial,394.8,NOUSA,1191.95,1
2186,2018,Trim. 2,junio,6,Comercial,972.52,MUDAN,1176.75,1
2384,2014,Trim. 1,enero,27,Comercial,263.34,INCOB,897.98,1
2528,2015,Trim. 1,enero,21,Comercial,0,CAMBI,316.79,0
2529,2015,Trim. 4,octubre,23,Comercial,394.8,CAMEM,1401.56,1
2603,2017,Trim. 3,julio,7,Comercial,0,NOUSA,748.44,0
2603,2018,Trim. 2,mayo,24,Comercial,0,PROEC,1139.16,0
2603,2019,Trim. 1,febrero,18,Comercial,0,PROEC,1378.91,0
2603,2019,Trim. 2,abril,8,Comercial,0,PROEC,0,0
2603,2019,Trim. 3,agosto,9,Comercial,1485.08,PROEC,1796.95,1
2622,2017,Trim. 2,mayo,8,Comercial,0,AUMEN,575.02,0
2622,2017,Trim. 3,septiembre,15,Comercial,0,AUMEN,0,0
2622,2018,Trim. 1,enero,8,Comercial,0,AUMEN,426.66,0
2622,2018,Trim. 1,marzo,9,Comercial,0,AUMEN,452.26,0
2622,2018,Trim. 3,septiembre,20,Comercial,0,AUMEN,0,0
2622,2019,Trim. 1,enero,7,Comercial,0,AUMEN,561.71,0
2622,2015,Trim. 1,marzo,19,Comercial,0,PROEC,220.86,0
2622,2016,Trim. 1,marzo,14,Comercial,0,PROEC,0,0
2622,2016,Trim. 2,abril,13,Comercial,0,PROEC,0,0
2622,2018,Trim. 2,mayo,17,Comercial,0,PROEC,0,0
2622,2019,Trim. 2,mayo,14,Comercial,0,PROEC,523.93,0
2622,2019,Trim. 4,octubre,2,Comercial,0,PROEC,1294.7,0
2863,2018,Trim. 3,septiembre,10,Comercial,0,DISCO,0,0
3239,2015,Trim. 2,mayo,6,Comercial,2720.25,DISCO,0,1
3621,2018,Trim. 1,marzo,5,Comercial,0,PROEC,-22.52,0
3663,2018,Trim. 1,febrero,6,Comercial,585.81,NOUSA,-39.03,1
3665,2019,Trim. 3,agosto,27,Comercial,0,DISCO,-163.1,0
3978,2016,Trim. 3,agosto,10,Comercial,0,CAMBI,0,0
3997,2014,Trim. 3,septiembre,4,Comercial,0,MUDAN,0,0
3997,2014,Trim. 4,octubre,24,Comercial,277.2,MUDAN,0,1
4012,2014,Trim. 2,mayo,23,Comercial,291.78,DISCO,43.05,1
4024,2017,Trim. 2,abril,12,Comercial,0,MUDAN,491.68,0
4061,2016,Trim. 3,julio,14,Comercial,520.66,MUDAN,630,1
4186,2016,Trim. 2,junio,23,Comercial,0,MUDAN,0.01,0
4240,2014,Trim. 4,diciembre,10,Comercial,0,DISCO,0,0
4240,2019,Trim. 1,marzo,29,Comercial,0,DISCO,0,0
4240,2018,Trim. 2,junio,14,Comercial,0,PROEC,0,0
4305,2013,Trim. 4,noviembre,18,Comercial,51.84,CAMEM,-3.58,1
4330,2013,Trim. 3,julio,29,Comercial,212.2,MUDAN,0,1
4348,2013,Trim. 3,septiembre,3,Comercial,0,RAZON,-42.36,0
4362,2016,Trim. 4,octubre,25,Comercial,494.65999999999997,PROEC,2334.49,1
4363,2018,Trim. 2,mayo,3,Comercial,683.4100000000001,NOUSA,0,1
4391,2013,Trim. 2,mayo,29,Comercial,212.2,PROEC,470.6,1
4394,2016,Trim. 1,enero,14,Comercial,426.38,CAMEM,0,1
4409,2019,Trim. 1,marzo,11,Comercial,1049.03,NOUSA,0,1
4453,2017,Trim. 1,enero,16,Comercial,572.73,MUDAN,0,1
4461,2013,Trim. 3,septiembre,17,Comercial,1879.62,CIERR,2185.67,1
4584,2013,Trim. 3,agosto,12,Comercial,0,PROEC,0,0
4584,2016,Trim. 2,mayo,11,Comercial,0,PROEC,0,0
4584,2018,Trim. 2,mayo,2,Comercial,0,PROEC,0,0
4671,2019,Trim. 2,junio,4,Comercial,0,NOUSA,34,0
4803,2016,Trim. 2,junio,24,Comercial,0,RAZON,-30.1,0
4979,2014,Trim. 3,agosto,5,Comercial,268.44,DISCO,387.22,1
4996,2015,Trim. 2,junio,18,Comercial,394.8,PROEC,0,1
5028,2014,Trim. 1,enero,22,Comercial,0,PROEC,0,0
5028,2015,Trim. 3,julio,4,Comercial,394.8,PROEC,0,1
5080,2016,Trim. 2,junio,15,Comercial,0,PROEC,0,0
5081,2018,Trim. 1,enero,29,Comercial,0,PROEC,0,0
5081,2018,Trim. 2,mayo,16,Comercial,759.35,PROEC,0,1
5108,2015,Trim. 3,julio,27,Comercial,394.8,DISCO,-30,1
5170,2018,Trim. 4,octubre,17,Comercial,889.01,DISCO,0,1
5224,2014,Trim. 3,julio,3,Comercial,191.48,PROEC,0,1
5229,2017,Trim. 1,enero,18,Comercial,572.73,MUDAN,0,1
5252,2017,Trim. 2,abril,12,Comercial,0,PROEC,0,0
5252,2019,Trim. 2,mayo,23,Comercial,0,PROEC,0,0
5296,2015,Trim. 4,noviembre,13,Comercial,394.8,NOUSA,0,1
5311,2016,Trim. 1,febrero,15,Comercial,426.38,MUDAN,2.42,1
5336,2016,Trim. 2,junio,10,Comercial,520.66,DISCO,37.99,1
5355,2018,Trim. 2,abril,19,Comercial,675.82,INCOB,3197.77,1
5379,2016,Trim. 3,agosto,25,Comercial,305.06,CAMBI,338.24,1
5379,2015,Trim. 3,septiembre,21,Comercial,0,PROEC,477.71,0
5434,2018,Trim. 2,junio,28,Comercial,846.68,CAMBI,0,1
5476,2016,Trim. 4,diciembre,7,Comercial,0,DISCO,-1960,0
5528,2015,Trim. 3,julio,8,Comercial,0,CAMBI,0,0
5530,2014,Trim. 4,octubre,3,Comercial,277.16999999999996,MUDAN,0,1
5567,2015,Trim. 3,septiembre,28,Comercial,394.8,MUDAN,0,1
5567,2014,Trim. 3,julio,30,Comercial,0,NOUSA,0,0
5567,2013,Trim. 2,junio,6,Comercial,0,PROEC,0,0
5635,2017,Trim. 3,julio,21,Comercial,0,DISCO,1390.16,0
5635,2017,Trim. 3,septiembre,18,Comercial,473.07,DISCO,1390.15,1
5728,2019,Trim. 4,diciembre,17,Comercial,950,INCOB,2673.01,1
5946,2017,Trim. 3,septiembre,1,Comercial,0,INCOB,3467.19,0
5946,2018,Trim. 1,marzo,5,Comercial,531.55,MUDAN,643.18,1
6149,2014,Trim. 4,noviembre,5,Comercial,0,PROEC,0,0
6151,2018,Trim. 1,enero,8,Comercial,0,AUMEN,0,0
6151,2014,Trim. 4,octubre,9,Comercial,0,PROEC,0,0
6151,2019,Trim. 4,noviembre,7,Comercial,1422.3,PROEC,0,1
6156,2014,Trim. 1,febrero,5,Comercial,233.42,NOUSA,-36.72,1
6327,2014,Trim. 4,noviembre,14,Comercial,0,DISCO,0,0
6370,2017,Trim. 2,mayo,8,Comercial,0,RAZON,0,0
6648,2014,Trim. 1,enero,27,Comercial,0,INCOB,513.26,0
6648,2015,Trim. 3,agosto,18,Comercial,0,PROEC,-477.71,0
6712,2019,Trim. 3,septiembre,2,Comercial,1293,CAMEM,0,1
6712,2014,Trim. 2,junio,13,Comercial,0,DISCO,0,0
6794,2017,Trim. 3,septiembre,1,Comercial,0,DISCO,0,0
6815,2016,Trim. 3,agosto,5,Comercial,0,DISCO,-10.64,0
6834,2015,Trim. 1,febrero,2,Comercial,0,DISCO,234.7,0
6834,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,644.54,0
6834,2015,Trim. 3,septiembre,30,Comercial,394.8,MUDAN,408.44,1
6903,2014,Trim. 1,febrero,25,Comercial,0,INCOB,-26.21,0
6943,2018,Trim. 1,enero,23,Comercial,868.4200000000001,INCOB,3152.37,1
6945,2013,Trim. 4,diciembre,20,Comercial,0,INCOB,563.22,0
6945,2018,Trim. 2,abril,19,Comercial,572.73,INCOB,2626.56,1
6958,2018,Trim. 3,julio,2,Comercial,804.15,PROEC,0,1
6972,2016,Trim. 3,septiembre,29,Comercial,390.63,MUDAN,845.32,1
6972,2016,Trim. 2,junio,3,Comercial,0,PROEC,-100,0
7028,2017,Trim. 1,marzo,14,Comercial,0,AUMEN,0,0
7028,2016,Trim. 3,agosto,8,Comercial,0,PROEC,630,0
7051,2013,Trim. 2,mayo,14,Comercial,0,CAMBI,0,0
7146,2013,Trim. 4,diciembre,16,Comercial,140.05,NOUSA,-22.16,1
7164,2014,Trim. 3,agosto,29,Comercial,291.78,CAMEM,0,1
7191,2018,Trim. 4,noviembre,2,Comercial,0,DISCO,1202.75,0
7191,2018,Trim. 4,noviembre,29,Comercial,0,DISCO,2405.5,0
7191,2018,Trim. 3,agosto,13,Comercial,0,INCOB,3651.88,0
7222,2018,Trim. 2,mayo,2,Comercial,0,DISCO,0,0
7349,2014,Trim. 4,noviembre,7,Comercial,0,CAMBI,-194.17,0
7366,2015,Trim. 1,febrero,9,Comercial,0,PROEC,0,0
7373,2016,Trim. 2,junio,22,Comercial,320.66,MUDAN,-41.62,1
7435,2015,Trim. 1,febrero,25,Comercial,0,INCOB,466.04,0
7435,2014,Trim. 2,junio,17,Comercial,0,PROEC,476.62,0
7435,2018,Trim. 2,mayo,8,Comercial,0,PROEC,1535.42,0
7435,2018,Trim. 4,octubre,19,Comercial,0,PROEC,-118.44,0
7440,2019,Trim. 1,febrero,21,Comercial,862.25,DISCO,0,1
7440,2014,Trim. 4,diciembre,30,Comercial,0,INCOB,1029.15,0
7440,2015,Trim. 2,junio,25,Comercial,0,INCOB,767.56,0
7618,2018,Trim. 1,marzo,21,Comercial,0,CAMBI,0,0
7634,2016,Trim. 4,noviembre,2,Comercial,0,DISCO,35.66,0
7634,2017,Trim. 2,junio,13,Comercial,824.93,DISCO,35.66,1
7636,2016,Trim. 4,octubre,5,Comercial,520.66,MUDAN,0,1
7765,2014,Trim. 3,septiembre,19,Comercial,0,CAMBI,139.21,0
8025,2018,Trim. 2,mayo,15,Comercial,759.35,MUDAN,0,1
8089,2014,Trim. 3,julio,17,Comercial,0,MUDAN,0,0
8137,2015,Trim. 1,febrero,2,Comercial,320.96,MUDAN,792.71,1
8137,2014,Trim. 2,mayo,13,Comercial,0,NOUSA,397.28,0
8142,2019,Trim. 4,noviembre,28,Comercial,0,DISCO,0,0
8408,2018,Trim. 4,noviembre,12,Comercial,889.01,CIERR,0,1
8419,2013,Trim. 3,septiembre,5,Comercial,0,CAMBI,0,0
8442,2019,Trim. 1,febrero,5,Comercial,444.51,DISCO,0,1
8442,2018,Trim. 4,diciembre,18,Comercial,0,NOUSA,0,0
8443,2018,Trim. 2,junio,11,Comercial,423.34,MUDAN,0,1
8443,2015,Trim. 1,marzo,14,Comercial,0,PROEC,0,0
8443,2018,Trim. 1,febrero,22,Comercial,0,PROEC,0,0
8472,2015,Trim. 2,abril,24,Comercial,0,INCOB,801.21,0
8472,2018,Trim. 3,julio,27,Comercial,0,PROEC,-39.54,0
8473,2016,Trim. 2,mayo,10,Comercial,0,REFOR,0,0
8473,2016,Trim. 2,junio,1,Comercial,520.66,REFOR,0,1
8489,2014,Trim. 3,julio,4,Comercial,291.78,MUDAN,0,1
8490,2016,Trim. 2,mayo,4,Comercial,0,NOUSA,0,0
8490,2015,Trim. 1,marzo,9,Comercial,0,PROEC,0,0
8490,2017,Trim. 2,abril,27,Comercial,0,PROEC,0,0
8490,2018,Trim. 3,julio,18,Comercial,0,PROEC,0,0
8501,2015,Trim. 2,junio,8,Comercial,394.8,PROEC,457.17,1
8504,2018,Trim. 1,enero,31,Comercial,701.5,PROEC,0,1
8507,2015,Trim. 2,junio,10,Comercial,0,NOUSA,0,0
8554,2014,Trim. 4,noviembre,17,Comercial,0,MUDAN,981.37,0
8582,2018,Trim. 1,marzo,13,Comercial,0,DISCO,-30,0
8582,2015,Trim. 3,agosto,20,Comercial,0,PROEC,-30,0
8833,2016,Trim. 3,septiembre,5,Comercial,0,CAMBI,0,0
8840,2015,Trim. 4,octubre,14,Comercial,394.8,CIERR,0,1
8849,2015,Trim. 2,junio,4,Comercial,857.71,PROEC,1037.83,1
8941,2016,Trim. 3,julio,20,Comercial,0,RAZON,47.92,0
9109,2015,Trim. 4,octubre,28,Comercial,394.8,REFOR,-81.02,1
9112,2015,Trim. 2,junio,2,Comercial,0,CAMBI,366.04,0
9160,2015,Trim. 4,diciembre,3,Comercial,0,AUMEN,313.03,0
9160,2017,Trim. 3,septiembre,14,Comercial,0,AUMEN,0,0
9160,2018,Trim. 4,diciembre,3,Comercial,0,AUMEN,0,0
9160,2017,Trim. 1,enero,10,Comercial,0,PROEC,0,0
9160,2018,Trim. 2,mayo,14,Comercial,0,PROEC,0,0
9171,2015,Trim. 1,marzo,20,Comercial,160.48,MUDAN,194.18,1
9171,2013,Trim. 3,septiembre,18,Comercial,0,PROEC,0,0
9171,2014,Trim. 2,junio,27,Comercial,0,PROEC,494.28,0
9189,2017,Trim. 2,mayo,4,Comercial,675.82,MUDAN,0,1
9193,2016,Trim. 4,octubre,14,Comercial,520.66,CAMEM,0,1
9319,2018,Trim. 2,abril,23,Comercial,0,PROEC,1837.62,0
9408,2014,Trim. 4,noviembre,26,Comercial,2407.72,INCOB,2913.34,1
9411,2013,Trim. 4,noviembre,27,Comercial,233.42,PROEC,-248.71,1
9626,2014,Trim. 2,mayo,19,Comercial,0,CAMBI,-53.31,0
9640,2016,Trim. 2,abril,14,Comercial,0,PROEC,42.35,0
9642,2018,Trim. 3,julio,5,Comercial,0,PROEC,-396.76,0
9643,2013,Trim. 4,octubre,30,Comercial,0,RAZON,213.84,0
9677,2015,Trim. 1,marzo,19,Comercial,0,DISCO,-0.19,0
9677,2014,Trim. 1,marzo,27,Comercial,0,PROEC,-0.19,0
9677,2015,Trim. 3,septiembre,7,Comercial,0,PROEC,-0.19,0
9677,2016,Trim. 2,junio,22,Comercial,0,PROEC,-0.19,0
9677,2017,Trim. 1,febrero,15,Comercial,0,PROEC,-5.03,0
9677,2017,Trim. 2,junio,22,Comercial,456.22,PROEC,-5.03,1
9678,2017,Trim. 4,diciembre,22,Comercial,0,PROEC,-61.4,0
9678,2019,Trim. 1,enero,31,Comercial,996.3,PROEC,-61.4,1
9693,2015,Trim. 4,diciembre,18,Comercial,341.03,MUDAN,-42.35,1
9943,2016,Trim. 1,enero,4,Comercial,426.38,CAMEM,0,1
9943,2015,Trim. 2,mayo,20,Comercial,0,PROEC,0,0
9966,2018,Trim. 3,julio,20,Comercial,0,DISCO,0,0
9966,2018,Trim. 3,julio,26,Comercial,846.68,PROEC,0,1
9970,2016,Trim. 3,agosto,24,Comercial,0,NOINF,121.8,0
9970,2014,Trim. 1,enero,27,Comercial,0,PROEC,121.8,0
9974,2013,Trim. 3,julio,22,Comercial,0,DISCO,0,0
9974,2018,Trim. 2,abril,25,Comercial,759.35,PROEC,0,1
9978,2017,Trim. 4,diciembre,4,Comercial,0,DISCO,1339.47,0
9978,2017,Trim. 4,diciembre,19,Comercial,716.37,DISCO,-69.34,1
10042,2014,Trim. 3,septiembre,26,Comercial,291.78,MUDAN,0,1
10479,2016,Trim. 2,mayo,4,Comercial,0,PROEC,0,0
10479,2017,Trim. 2,abril,18,Comercial,286.51,PROEC,0,1
10494,2014,Trim. 3,julio,26,Comercial,0,INCOB,364.64,0
10494,2014,Trim. 1,febrero,4,Comercial,0,PROEC,8.22,0
10494,2014,Trim. 4,diciembre,19,Comercial,162.01,PROEC,232.53,1
10519,2016,Trim. 4,diciembre,30,Comercial,0,DISCO,0,0
10525,2018,Trim. 1,febrero,2,Comercial,0,PROEC,-10.18,0
10731,2014,Trim. 3,agosto,8,Comercial,291.78,NOUSA,-11.62,1
10755,2013,Trim. 3,septiembre,26,Comercial,212.2,NOUSA,808.47,1
10767,2015,Trim. 1,enero,12,Comercial,0,CAMEM,0,0
10767,2018,Trim. 1,febrero,27,Comercial,0,DISCO,0,0
11322,2015,Trim. 3,agosto,18,Comercial,461.9,CAMEM,0,1
11438,2013,Trim. 3,septiembre,17,Comercial,0,NOUSA,126.72,0
11438,2014,Trim. 2,mayo,22,Comercial,291.78,NOUSA,123.92,1
11469,2013,Trim. 3,julio,24,Comercial,107.11,INCOB,388.8,1
11476,2013,Trim. 3,julio,30,Comercial,1273.2,CIERR,2793.84,1
11481,2015,Trim. 1,enero,16,Comercial,1283.84,CIERR,2710.74,1
11481,2014,Trim. 1,febrero,25,Comercial,0,INCOB,2259.5,0
11481,2014,Trim. 3,julio,26,Comercial,0,INCOB,2710.74,0
11483,2013,Trim. 3,julio,30,Comercial,78.51,CIERR,7.25,1
11512,2018,Trim. 2,mayo,8,Comercial,0,AUMEN,0,0
11512,2014,Trim. 4,diciembre,3,Comercial,0,CAMEM,0,0
11516,2019,Trim. 2,mayo,29,Comercial,0,DISCO,-47.92,0
11730,2014,Trim. 3,agosto,19,Comercial,,CIERR,42.35,1
11768,2018,Trim. 4,octubre,29,Comercial,0,RAZON,0,0
11818,2015,Trim. 1,febrero,25,Comercial,320.96,INCOB,351.97,1
11818,2014,Trim. 2,abril,21,Comercial,0,PROEC,537.83,0
11837,2014,Trim. 1,enero,21,Comercial,233.42,CAMEM,-0.01,1
11852,2013,Trim. 3,julio,2,Comercial,0,AUMEN,-0.01,0
11852,2013,Trim. 3,julio,2,Comercial,0,NOUSA,-0.01,0
11852,2014,Trim. 3,septiembre,8,Comercial,0,NOUSA,0,0
11852,2015,Trim. 4,octubre,6,Comercial,366,NOUSA,0,1
11910,2013,Trim. 4,octubre,16,Comercial,190.98,CIERR,-47.81,1
11929,2017,Trim. 1,febrero,1,Comercial,0,CAMBI,0,0
12030,2015,Trim. 3,septiembre,4,Comercial,0,RAZON,0,0
12070,2018,Trim. 1,febrero,5,Comercial,759.35,DISCO,0,1
12144,2018,Trim. 3,julio,3,Comercial,112,CAMEM,0,1
12159,2013,Trim. 4,noviembre,28,Comercial,233.42,DISCO,282.44,1
12168,2015,Trim. 2,abril,8,Comercial,320.96,NOUSA,399.59,1
12191,2014,Trim. 2,junio,3,Comercial,0,CAMBI,-660.38,0
12355,2019,Trim. 4,diciembre,11,Comercial,0,RAZON,0,0
12423,2016,Trim. 3,agosto,18,Comercial,520.66,MUDAN,0,1
12551,2018,Trim. 1,marzo,5,Comercial,687.03,MUDAN,72.6,1
12600,2013,Trim. 3,septiembre,30,Comercial,505.79,DISCO,703.24,1
12600,2013,Trim. 2,junio,24,Comercial,0,INCOB,1238.53,0
12635,2013,Trim. 2,abril,30,Comercial,0,CAMBI,837.46,0
12659,2013,Trim. 3,septiembre,18,Comercial,0,DISCO,0,0
12659,2018,Trim. 3,julio,3,Comercial,0,PROEC,0,0
12698,2016,Trim. 2,mayo,12,Comercial,0,RAZON,0,0
12703,2017,Trim. 2,mayo,22,Comercial,0,DISCO,643.74,0
12703,2015,Trim. 2,mayo,26,Comercial,0,PROEC,9.27,0
12718,2015,Trim. 4,noviembre,18,Comercial,394.8,CAMEM,0,1
12720,2014,Trim. 1,febrero,25,Comercial,0,INCOB,564.88,0
12790,2015,Trim. 2,junio,2,Comercial,394.8,DISCO,-125,1
12840,2015,Trim. 3,agosto,19,Comercial,394.8,CIERR,-58.08,1
12841,2015,Trim. 1,febrero,11,Comercial,394.8,CAMBI,0,1
13125,2016,Trim. 3,agosto,23,Comercial,0,DISCO,0,0
13144,2014,Trim. 1,enero,29,Comercial,0,INCOB,901.19,0
13144,2017,Trim. 2,abril,12,Comercial,0,NOUSA,0,0
13144,2017,Trim. 4,octubre,24,Comercial,644.74,REFOR,0,1
13156,2017,Trim. 1,febrero,22,Comercial,0,DISCO,-58.8,0
13156,2015,Trim. 3,septiembre,28,Comercial,0,INCOB,1397.66,0
13156,2018,Trim. 2,mayo,3,Comercial,0,PROEC,-58.8,0
13156,2019,Trim. 1,febrero,13,Comercial,0,PROEC,-58.8,0
13205,2019,Trim. 1,febrero,26,Comercial,1049.03,DISCO,101.46,1
13234,2015,Trim. 2,mayo,15,Comercial,0,CIERR,334.4,0
13234,2015,Trim. 4,octubre,15,Comercial,426.38,CIERR,334.4,1
13304,2013,Trim. 2,junio,12,Comercial,212.2,DISCO,277.37,1
13365,2017,Trim. 3,septiembre,27,Comercial,572.73,INCOB,-805.28,1
13391,2013,Trim. 4,octubre,25,Comercial,0,INCOB,775.26,0
13391,2014,Trim. 3,septiembre,6,Comercial,0,INCOB,1182.31,0
13391,2015,Trim. 1,enero,29,Comercial,248.01,INCOB,505.6,1
13476,2016,Trim. 1,enero,15,Comercial,733.0799999999999,CIERR,54.44,1
13599,2016,Trim. 4,diciembre,16,Comercial,0,MUDAN,0,0
13599,2017,Trim. 1,febrero,6,Comercial,286.36,MUDAN,0,1
13667,2014,Trim. 2,junio,2,Comercial,238.18,CIERR,-27.48,1
13711,2015,Trim. 2,abril,24,Comercial,962.88,DISCO,-71.47,1
13811,2017,Trim. 1,enero,10,Comercial,572.73,CAMEM,0,1
13824,2013,Trim. 2,junio,3,Comercial,0,AUMEN,425.91,0
13824,2014,Trim. 3,septiembre,8,Comercial,0,DISCO,237.2,0
13824,2017,Trim. 3,agosto,7,Comercial,0,DISCO,1210.09,0
13824,2018,Trim. 2,abril,17,Comercial,0,PROEC,-80.01,0
13824,2018,Trim. 3,septiembre,24,Comercial,0,PROEC,-80.01,0
13824,2019,Trim. 2,mayo,13,Comercial,0,PROEC,-80.01,0
13828,2013,Trim. 3,julio,1,Comercial,0,PROEC,2.42,0
13828,2014,Trim. 1,febrero,12,Comercial,0,PROEC,2.42,0
13828,2015,Trim. 1,enero,5,Comercial,160.48,PROEC,2.42,1
13927,2013,Trim. 2,abril,24,Comercial,0,CAMBI,-63.35,0
13929,2017,Trim. 4,noviembre,29,Comercial,0,PROEC,0,0
13929,2019,Trim. 4,noviembre,27,Comercial,1422.3,PROEC,0,1
13936,2013,Trim. 2,mayo,21,Comercial,1221.78,NOUSA,0,1
13956,2016,Trim. 3,julio,6,Comercial,338.43,NOUSA,0,1
13956,2015,Trim. 3,agosto,28,Comercial,0,PROEC,0,0
13973,2017,Trim. 3,septiembre,16,Comercial,781.5799999999999,MUDAN,0,1
14141,2017,Trim. 4,noviembre,7,Comercial,0,CAMBI,-424.05,0
14185,2013,Trim. 4,diciembre,17,Comercial,0,NOUSA,70.81,0
14185,2017,Trim. 2,abril,12,Comercial,0,NOUSA,0,0
14185,2017,Trim. 4,octubre,24,Comercial,644.74,REFOR,0,1
14251,2019,Trim. 4,diciembre,17,Comercial,1136.77,INCOB,2605.43,1
14298,2017,Trim. 4,noviembre,24,Comercial,0,DISCO,1684.55,0
14298,2018,Trim. 3,julio,4,Comercial,0,PROEC,0,0
14325,2015,Trim. 2,junio,2,Comercial,394.8,DISCO,0,1
14387,2014,Trim. 1,marzo,5,Comercial,0,INCOB,256.34,0
14387,2016,Trim. 1,marzo,7,Comercial,0,INCOB,977.36,0
14391,2015,Trim. 3,agosto,7,Comercial,0,DISCO,-42,0
14391,2019,Trim. 2,mayo,8,Comercial,0,DISCO,-42,0
14420,2019,Trim. 1,enero,15,Comercial,0,AUMEN,613.19,0
14420,2019,Trim. 1,marzo,14,Comercial,497.46,CIERR,93.87,1
14420,2017,Trim. 4,diciembre,29,Comercial,0,PROEC,7612.93,0
14420,2018,Trim. 2,junio,29,Comercial,0,PROEC,179.64,0
14533,2013,Trim. 2,junio,19,Comercial,0,CAMBI,0,0
14606,2017,Trim. 1,febrero,3,Comercial,572.73,PROEC,0,1
14697,2016,Trim. 4,noviembre,3,Comercial,0,DISCO,0,0
14697,2015,Trim. 3,agosto,6,Comercial,0,MUDAN,0,0
14697,2014,Trim. 3,agosto,25,Comercial,0,PROEC,0,0
14697,2017,Trim. 1,enero,17,Comercial,0,PROEC,0,0
14697,2017,Trim. 2,mayo,16,Comercial,0,PROEC,1017.89,0
14697,2017,Trim. 3,julio,12,Comercial,0,PROEC,0,0
14697,2017,Trim. 3,agosto,22,Comercial,312.16,PROEC,0,1
14765,2016,Trim. 2,mayo,19,Comercial,442.79999999999995,PROEC,0,1
14825,2016,Trim. 1,febrero,25,Comercial,0,CAMBI,0,0
14832,2019,Trim. 1,enero,28,Comercial,1049.03,NOUSA,1075.7,1
14887,2015,Trim. 1,enero,7,Comercial,320.96,CAMEM,0,1
14942,2014,Trim. 1,febrero,25,Comercial,0,INCOB,566.76,0
14942,2014,Trim. 2,junio,24,Comercial,175.07,PROEC,423.66,1
15341,2014,Trim. 2,abril,29,Comercial,291.78,NOUSA,0,1
15364,2014,Trim. 3,julio,21,Comercial,292.95,CIERR,324.21,1
15364,2013,Trim. 4,noviembre,28,Comercial,292.95,DISCO,273.17,1
15384,2017,Trim. 2,abril,11,Comercial,508.18,CAMEM,632.69,1
15384,2014,Trim. 3,agosto,21,Comercial,0,PROEC,299.17,0
15384,2015,Trim. 1,febrero,24,Comercial,0,PROEC,-21.37,0
15386,2013,Trim. 3,septiembre,13,Comercial,0,CAMEM,218.54,0
15386,2013,Trim. 4,octubre,10,Comercial,0,DISCO,-9.42,0
15386,2018,Trim. 1,enero,10,Comercial,0,INCOB,1375.12,0
15386,2017,Trim. 3,agosto,23,Comercial,0,PROEC,2070.63,0
15512,2019,Trim. 2,abril,10,Comercial,0,DISCO,-100.84,0
